court,jurisdiction,name,year,published,unpublished
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",1999,65,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2000,61,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2001,115,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2002,254,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2003,433,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2004,501,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2005,475,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2006,468,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2007,586,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2008,504,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2009,489,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2010,109,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2011,33,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2012,107,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2013,580,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2014,430,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2015,408,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2016,278,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2017,230,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2018,461,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2019,411,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2020,279,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2021,358,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2022,391,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2023,388,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2024,345,0
txctapp9,SA,"Texas Court of Appeals, 9th District (Beaumont)",2025,386,0
utah,S,Utah Supreme Court,1990,101,0
utah,S,Utah Supreme Court,1991,104,0
utah,S,Utah Supreme Court,1992,96,0
utah,S,Utah Supreme Court,1993,131,0
utah,S,Utah Supreme Court,1994,91,0
utah,S,Utah Supreme Court,1995,81,0
utah,S,Utah Supreme Court,1996,106,0
utah,S,Utah Supreme Court,1997,101,0
utah,S,Utah Supreme Court,1998,89,0
utah,S,Utah Supreme Court,1999,113,0
utah,S,Utah Supreme Court,2000,101,0
utah,S,Utah Supreme Court,2001,115,0
utah,S,Utah Supreme Court,2002,132,0
utah,S,Utah Supreme Court,2003,57,0
utah,S,Utah Supreme Court,2004,127,0
utah,S,Utah Supreme Court,2005,196,0
utah,S,Utah Supreme Court,2006,152,0
utah,S,Utah Supreme Court,2007,170,0
utah,S,Utah Supreme Court,2008,191,0
utah,S,Utah Supreme Court,2009,189,0
utah,S,Utah Supreme Court,2010,154,0
utah,S,Utah Supreme Court,2011,171,0
utah,S,Utah Supreme Court,2012,120,0
utah,S,Utah Supreme Court,2013,121,0
utah,S,Utah Supreme Court,2014,72,0
utah,S,Utah Supreme Court,2015,130,0
utah,S,Utah Supreme Court,2016,133,0
utah,S,Utah Supreme Court,2017,257,0
utah,S,Utah Supreme Court,2018,239,0
utah,S,Utah Supreme Court,2019,121,0
utah,S,Utah Supreme Court,2020,66,0
utah,S,Utah Supreme Court,2021,66,0
utah,S,Utah Supreme Court,2022,40,0
utah,S,Utah Supreme Court,2023,25,0
utah,S,Utah Supreme Court,2024,43,0
utah,S,Utah Supreme Court,2025,59,0
utahctapp,SA,Court of Appeals of Utah,1990,202,0
utahctapp,SA,Court of Appeals of Utah,1991,179,0
utahctapp,SA,Court of Appeals of Utah,1992,196,0
utahctapp,SA,Court of Appeals of Utah,1993,209,0
utahctapp,SA,Court of Appeals of Utah,1994,188,0
utahctapp,SA,Court of Appeals of Utah,1995,137,0
utahctapp,SA,Court of Appeals of Utah,1996,128,0
utahctapp,SA,Court of Appeals of Utah,1997,135,0
utahctapp,SA,Court of Appeals of Utah,1998,131,0
utahctapp,SA,Court of Appeals of Utah,1999,129,0
utahctapp,SA,Court of Appeals of Utah,2000,111,0
utahctapp,SA,Court of Appeals of Utah,2001,116,0
utahctapp,SA,Court of Appeals of Utah,2002,124,0
utahctapp,SA,Court of Appeals of Utah,2003,136,0
utahctapp,SA,Court of Appeals of Utah,2004,141,0
utahctapp,SA,Court of Appeals of Utah,2005,152,0
utahctapp,SA,Court of Appeals of Utah,2006,162,0
utahctapp,SA,Court of Appeals of Utah,2007,153,0
utahctapp,SA,Court of Appeals of Utah,2008,156,0
utahctapp,SA,Court of Appeals of Utah,2009,134,0
utahctapp,SA,Court of Appeals of Utah,2010,130,0
utahctapp,SA,Court of Appeals of Utah,2011,470,0
utahctapp,SA,Court of Appeals of Utah,2012,466,0
utahctapp,SA,Court of Appeals of Utah,2013,344,0
utahctapp,SA,Court of Appeals of Utah,2014,344,0
utahctapp,SA,Court of Appeals of Utah,2015,364,0
utahctapp,SA,Court of Appeals of Utah,2016,291,0
utahctapp,SA,Court of Appeals of Utah,2017,287,0
utahctapp,SA,Court of Appeals of Utah,2018,244,0
utahctapp,SA,Court of Appeals of Utah,2019,208,0
utahctapp,SA,Court of Appeals of Utah,2020,173,0
utahctapp,SA,Court of Appeals of Utah,2021,132,0
utahctapp,SA,Court of Appeals of Utah,2022,153,0
utahctapp,SA,Court of Appeals of Utah,2023,149,0
utahctapp,SA,Court of Appeals of Utah,2024,197,0
utahctapp,SA,Court of Appeals of Utah,2025,205,0
va,S,Supreme Court of Virginia,1990,156,0
va,S,Supreme Court of Virginia,1991,136,0
va,S,Supreme Court of Virginia,1992,132,0
va,S,Supreme Court of Virginia,1993,138,0
va,S,Supreme Court of Virginia,1994,159,0
va,S,Supreme Court of Virginia,1995,150,0
va,S,Supreme Court of Virginia,1996,124,0
va,S,Supreme Court of Virginia,1997,139,0
va,S,Supreme Court of Virginia,1998,157,0
va,S,Supreme Court of Virginia,1999,139,0
va,S,Supreme Court of Virginia,2000,158,0
va,S,Supreme Court of Virginia,2001,149,0
va,S,Supreme Court of Virginia,2002,134,0
va,S,Supreme Court of Virginia,2003,118,0
va,S,Supreme Court of Virginia,2004,157,0
va,S,Supreme Court of Virginia,2005,111,0
va,S,Supreme Court of Virginia,2006,117,0
va,S,Supreme Court of Virginia,2007,134,0
va,S,Supreme Court of Virginia,2008,113,0
va,S,Supreme Court of Virginia,2009,110,0
va,S,Supreme Court of Virginia,2010,113,0
va,S,Supreme Court of Virginia,2011,107,0
va,S,Supreme Court of Virginia,2012,113,0
va,S,Supreme Court of Virginia,2013,64,0
va,S,Supreme Court of Virginia,2014,85,0
va,S,Supreme Court of Virginia,2015,78,0
va,S,Supreme Court of Virginia,2016,94,0
va,S,Supreme Court of Virginia,2017,90,0
va,S,Supreme Court of Virginia,2018,87,0
va,S,Supreme Court of Virginia,2019,81,0
va,S,Supreme Court of Virginia,2020,59,0
va,S,Supreme Court of Virginia,2021,57,0
va,S,Supreme Court of Virginia,2022,47,0
va,S,Supreme Court of Virginia,2023,32,0
va,S,Supreme Court of Virginia,2024,28,0
va,S,Supreme Court of Virginia,2025,36,0
vactapp,SA,Court of Appeals of Virginia,1990,199,0
vactapp,SA,Court of Appeals of Virginia,1991,271,0
vactapp,SA,Court of Appeals of Virginia,1992,245,0
vactapp,SA,Court of Appeals of Virginia,1993,256,0
vactapp,SA,Court of Appeals of Virginia,1994,227,0
vactapp,SA,Court of Appeals of Virginia,1995,231,441
vactapp,SA,Court of Appeals of Virginia,1996,228,610
vactapp,SA,Court of Appeals of Virginia,1997,225,612
vactapp,SA,Court of Appeals of Virginia,1998,237,447
vactapp,SA,Court of Appeals of Virginia,1999,228,463
vactapp,SA,Court of Appeals of Virginia,2000,291,582
vactapp,SA,Court of Appeals of Virginia,2001,199,505
vactapp,SA,Court of Appeals of Virginia,2002,199,490
vactapp,SA,Court of Appeals of Virginia,2003,164,452
vactapp,SA,Court of Appeals of Virginia,2004,188,407
vactapp,SA,Court of Appeals of Virginia,2005,165,381
vactapp,SA,Court of Appeals of Virginia,2006,115,403
vactapp,SA,Court of Appeals of Virginia,2007,127,381
vactapp,SA,Court of Appeals of Virginia,2008,148,438
vactapp,SA,Court of Appeals of Virginia,2009,150,436
vactapp,SA,Court of Appeals of Virginia,2010,116,400
vactapp,SA,Court of Appeals of Virginia,2011,103,326
vactapp,SA,Court of Appeals of Virginia,2012,132,287
vactapp,SA,Court of Appeals of Virginia,2013,93,301
vactapp,SA,Court of Appeals of Virginia,2014,90,330
vactapp,SA,Court of Appeals of Virginia,2015,98,296
vactapp,SA,Court of Appeals of Virginia,2016,77,291
vactapp,SA,Court of Appeals of Virginia,2017,69,276
vactapp,SA,Court of Appeals of Virginia,2018,78,291
vactapp,SA,Court of Appeals of Virginia,2019,87,228
vactapp,SA,Court of Appeals of Virginia,2020,73,244
vactapp,SA,Court of Appeals of Virginia,2021,63,175
vactapp,SA,Court of Appeals of Virginia,2022,98,594
vactapp,SA,Court of Appeals of Virginia,2023,129,713
vactapp,SA,Court of Appeals of Virginia,2024,156,585
vactapp,SA,Court of Appeals of Virginia,2025,123,645
vt,S,Supreme Court of Vermont,1990,219,0
vt,S,Supreme Court of Vermont,1991,204,0
vt,S,Supreme Court of Vermont,1992,169,0
vt,S,Supreme Court of Vermont,1993,179,0
vt,S,Supreme Court of Vermont,1994,150,0
vt,S,Supreme Court of Vermont,1995,151,0
vt,S,Supreme Court of Vermont,1996,141,0
vt,S,Supreme Court of Vermont,1997,124,0
vt,S,Supreme Court of Vermont,1998,143,0
vt,S,Supreme Court of Vermont,1999,154,0
vt,S,Supreme Court of Vermont,2000,158,0
vt,S,Supreme Court of Vermont,2001,145,1
vt,S,Supreme Court of Vermont,2002,143,0
vt,S,Supreme Court of Vermont,2003,113,0
vt,S,Supreme Court of Vermont,2004,131,0
vt,S,Supreme Court of Vermont,2005,138,0
vt,S,Supreme Court of Vermont,2006,160,0
vt,S,Supreme Court of Vermont,2007,245,0
vt,S,Supreme Court of Vermont,2008,320,0
vt,S,Supreme Court of Vermont,2009,319,0
vt,S,Supreme Court of Vermont,2010,299,0
vt,S,Supreme Court of Vermont,2011,298,131
vt,S,Supreme Court of Vermont,2012,109,94
vt,S,Supreme Court of Vermont,2013,159,144
vt,S,Supreme Court of Vermont,2014,152,137
vt,S,Supreme Court of Vermont,2015,315,179
vt,S,Supreme Court of Vermont,2016,533,135
vt,S,Supreme Court of Vermont,2017,251,33
vt,S,Supreme Court of Vermont,2018,147,0
vt,S,Supreme Court of Vermont,2019,94,0
vt,S,Supreme Court of Vermont,2020,103,3
vt,S,Supreme Court of Vermont,2021,97,0
vt,S,Supreme Court of Vermont,2022,73,31
vt,S,Supreme Court of Vermont,2023,67,114
vt,S,Supreme Court of Vermont,2024,86,106
vt,S,Supreme Court of Vermont,2025,70,136
vtsuperct,SA,Vermont Superior Court,2000,95,0
vtsuperct,SA,Vermont Superior Court,2001,121,0
vtsuperct,SA,Vermont Superior Court,2002,104,0
vtsuperct,SA,Vermont Superior Court,2003,117,0
vtsuperct,SA,Vermont Superior Court,2004,150,0
vtsuperct,SA,Vermont Superior Court,2005,241,0
vtsuperct,SA,Vermont Superior Court,2006,112,0
vtsuperct,SA,Vermont Superior Court,2007,113,0
vtsuperct,SA,Vermont Superior Court,2008,112,0
vtsuperct,SA,Vermont Superior Court,2009,128,0
vtsuperct,SA,Vermont Superior Court,2010,210,0
vtsuperct,SA,Vermont Superior Court,2011,204,0
vtsuperct,SA,Vermont Superior Court,2012,194,0
vtsuperct,SA,Vermont Superior Court,2013,180,0
vtsuperct,SA,Vermont Superior Court,2014,209,0
vtsuperct,SA,Vermont Superior Court,2015,227,0
vtsuperct,SA,Vermont Superior Court,2016,128,0
vtsuperct,SA,Vermont Superior Court,2017,172,0
vtsuperct,SA,Vermont Superior Court,2018,168,0
vtsuperct,SA,Vermont Superior Court,2019,129,0
vtsuperct,SA,Vermont Superior Court,2020,113,9
vtsuperct,SA,Vermont Superior Court,2021,90,0
vtsuperct,SA,Vermont Superior Court,2022,18,2
vtsuperct,SA,Vermont Superior Court,2023,139,0
vtsuperct,SA,Vermont Superior Court,2024,446,0
vtsuperct,SA,Vermont Superior Court,2025,123,286
wash,S,Washington Supreme Court,1990,120,0
wash,S,Washington Supreme Court,1991,109,0
wash,S,Washington Supreme Court,1992,124,0
wash,S,Washington Supreme Court,1993,124,0
wash,S,Washington Supreme Court,1994,142,0
wash,S,Washington Supreme Court,1995,149,0
wash,S,Washington Supreme Court,1996,221,0
wash,S,Washington Supreme Court,1997,257,0
wash,S,Washington Supreme Court,1998,265,0
wash,S,Washington Supreme Court,1999,230,0
wash,S,Washington Supreme Court,2000,201,0
wash,S,Washington Supreme Court,2001,253,0
wash,S,Washington Supreme Court,2002,240,0
wash,S,Washington Supreme Court,2003,433,0
wash,S,Washington Supreme Court,2004,453,0
wash,S,Washington Supreme Court,2005,505,0
wash,S,Washington Supreme Court,2006,592,0
wash,S,Washington Supreme Court,2007,703,0
wash,S,Washington Supreme Court,2008,1007,0
wash,S,Washington Supreme Court,2009,845,0
wash,S,Washington Supreme Court,2010,893,0
wash,S,Washington Supreme Court,2011,678,0
wash,S,Washington Supreme Court,2012,323,0
wash,S,Washington Supreme Court,2013,217,0
wash,S,Washington Supreme Court,2014,277,0
wash,S,Washington Supreme Court,2015,652,0
wash,S,Washington Supreme Court,2016,921,0
wash,S,Washington Supreme Court,2017,389,0
wash,S,Washington Supreme Court,2018,620,2
wash,S,Washington Supreme Court,2019,489,0
wash,S,Washington Supreme Court,2020,67,0
wash,S,Washington Supreme Court,2021,74,0
wash,S,Washington Supreme Court,2022,72,0
wash,S,Washington Supreme Court,2023,61,0
wash,S,Washington Supreme Court,2024,71,0
wash,S,Washington Supreme Court,2025,63,0
washctapp,SA,Court of Appeals of Washington,1990,1344,0
washctapp,SA,Court of Appeals of Washington,1991,1202,0
washctapp,SA,Court of Appeals of Washington,1992,1504,0
washctapp,SA,Court of Appeals of Washington,1993,1532,0
washctapp,SA,Court of Appeals of Washington,1994,1503,1
washctapp,SA,Court of Appeals of Washington,1995,1553,0
washctapp,SA,Court of Appeals of Washington,1996,1686,0
washctapp,SA,Court of Appeals of Washington,1997,2312,1
washctapp,SA,Court of Appeals of Washington,1998,1487,0
washctapp,SA,Court of Appeals of Washington,1999,2209,1
washctapp,SA,Court of Appeals of Washington,2000,2140,0
washctapp,SA,Court of Appeals of Washington,2001,2316,1
washctapp,SA,Court of Appeals of Washington,2002,2146,2
washctapp,SA,Court of Appeals of Washington,2003,2196,0
washctapp,SA,Court of Appeals of Washington,2004,2203,0
washctapp,SA,Court of Appeals of Washington,2005,2235,0
washctapp,SA,Court of Appeals of Washington,2006,1959,0
washctapp,SA,Court of Appeals of Washington,2007,2204,0
washctapp,SA,Court of Appeals of Washington,2008,2056,0
washctapp,SA,Court of Appeals of Washington,2009,2184,0
washctapp,SA,Court of Appeals of Washington,2010,1862,0
washctapp,SA,Court of Appeals of Washington,2011,1890,1
washctapp,SA,Court of Appeals of Washington,2012,1664,3
washctapp,SA,Court of Appeals of Washington,2013,1889,1099
washctapp,SA,Court of Appeals of Washington,2014,1963,1251
washctapp,SA,Court of Appeals of Washington,2015,1936,1319
washctapp,SA,Court of Appeals of Washington,2016,1623,1264
washctapp,SA,Court of Appeals of Washington,2017,1001,1221
washctapp,SA,Court of Appeals of Washington,2018,272,1173
washctapp,SA,Court of Appeals of Washington,2019,260,1336
washctapp,SA,Court of Appeals of Washington,2020,204,1347
washctapp,SA,Court of Appeals of Washington,2021,233,1183
washctapp,SA,Court of Appeals of Washington,2022,215,1005
washctapp,SA,Court of Appeals of Washington,2023,236,991
washctapp,SA,Court of Appeals of Washington,2024,164,1124
washctapp,SA,Court of Appeals of Washington,2025,114,1178
wis,S,Wisconsin Supreme Court,1990,101,0
wis,S,Wisconsin Supreme Court,1991,136,0
wis,S,Wisconsin Supreme Court,1992,131,0
wis,S,Wisconsin Supreme Court,1993,135,0
wis,S,Wisconsin Supreme Court,1994,130,0
wis,S,Wisconsin Supreme Court,1995,133,0
wis,S,Wisconsin Supreme Court,1996,110,0
wis,S,Wisconsin Supreme Court,1997,113,0
wis,S,Wisconsin Supreme Court,1998,105,0
wis,S,Wisconsin Supreme Court,1999,125,0
wis,S,Wisconsin Supreme Court,2000,117,0
wis,S,Wisconsin Supreme Court,2001,118,0
wis,S,Wisconsin Supreme Court,2002,120,0
wis,S,Wisconsin Supreme Court,2003,153,0
wis,S,Wisconsin Supreme Court,2004,151,0
wis,S,Wisconsin Supreme Court,2005,168,0
wis,S,Wisconsin Supreme Court,2006,528,0
wis,S,Wisconsin Supreme Court,2007,703,0
wis,S,Wisconsin Supreme Court,2008,820,0
wis,S,Wisconsin Supreme Court,2009,771,0
wis,S,Wisconsin Supreme Court,2010,290,0
wis,S,Wisconsin Supreme Court,2011,86,0
wis,S,Wisconsin Supreme Court,2012,121,0
wis,S,Wisconsin Supreme Court,2013,121,0
wis,S,Wisconsin Supreme Court,2014,141,0
wis,S,Wisconsin Supreme Court,2015,129,0
wis,S,Wisconsin Supreme Court,2016,99,0
wis,S,Wisconsin Supreme Court,2017,133,0
wis,S,Wisconsin Supreme Court,2018,774,0
wis,S,Wisconsin Supreme Court,2019,430,0
wis,S,Wisconsin Supreme Court,2020,101,0
wis,S,Wisconsin Supreme Court,2021,92,0
wis,S,Wisconsin Supreme Court,2022,83,0
wis,S,Wisconsin Supreme Court,2023,85,0
wis,S,Wisconsin Supreme Court,2024,34,0
wis,S,Wisconsin Supreme Court,2025,50,0
wisctapp,SA,Court of Appeals of Wisconsin,1990,315,0
wisctapp,SA,Court of Appeals of Wisconsin,1991,303,0
wisctapp,SA,Court of Appeals of Wisconsin,1992,290,0
wisctapp,SA,Court of Appeals of Wisconsin,1993,368,0
wisctapp,SA,Court of Appeals of Wisconsin,1994,345,0
wisctapp,SA,Court of Appeals of Wisconsin,1995,337,0
wisctapp,SA,Court of Appeals of Wisconsin,1996,294,0
wisctapp,SA,Court of Appeals of Wisconsin,1997,281,0
wisctapp,SA,Court of Appeals of Wisconsin,1998,277,0
wisctapp,SA,Court of Appeals of Wisconsin,1999,311,0
wisctapp,SA,Court of Appeals of Wisconsin,2000,261,0
wisctapp,SA,Court of Appeals of Wisconsin,2001,293,0
wisctapp,SA,Court of Appeals of Wisconsin,2002,298,0
wisctapp,SA,Court of Appeals of Wisconsin,2003,341,0
wisctapp,SA,Court of Appeals of Wisconsin,2004,652,0
wisctapp,SA,Court of Appeals of Wisconsin,2005,782,0
wisctapp,SA,Court of Appeals of Wisconsin,2006,893,0
wisctapp,SA,Court of Appeals of Wisconsin,2007,1081,0
wisctapp,SA,Court of Appeals of Wisconsin,2008,929,0
wisctapp,SA,Court of Appeals of Wisconsin,2009,958,0
wisctapp,SA,Court of Appeals of Wisconsin,2010,452,0
wisctapp,SA,Court of Appeals of Wisconsin,2011,144,0
wisctapp,SA,Court of Appeals of Wisconsin,2012,114,0
wisctapp,SA,Court of Appeals of Wisconsin,2013,144,0
wisctapp,SA,Court of Appeals of Wisconsin,2014,114,0
wisctapp,SA,Court of Appeals of Wisconsin,2015,90,0
wisctapp,SA,Court of Appeals of Wisconsin,2016,280,0
wisctapp,SA,Court of Appeals of Wisconsin,2017,733,0
wisctapp,SA,Court of Appeals of Wisconsin,2018,683,0
wisctapp,SA,Court of Appeals of Wisconsin,2019,374,283
wisctapp,SA,Court of Appeals of Wisconsin,2020,58,542
wisctapp,SA,Court of Appeals of Wisconsin,2021,57,570
wisctapp,SA,Court of Appeals of Wisconsin,2022,29,510
wisctapp,SA,Court of Appeals of Wisconsin,2023,32,597
wisctapp,SA,Court of Appeals of Wisconsin,2024,60,522
wisctapp,SA,Court of Appeals of Wisconsin,2025,66,552
wva,S,West Virginia Supreme Court,1990,271,0
wva,S,West Virginia Supreme Court,1991,276,0
wva,S,West Virginia Supreme Court,1992,266,0
wva,S,West Virginia Supreme Court,1993,223,0
wva,S,West Virginia Supreme Court,1994,271,0
wva,S,West Virginia Supreme Court,1995,268,0
wva,S,West Virginia Supreme Court,1996,258,0
wva,S,West Virginia Supreme Court,1997,294,0
wva,S,West Virginia Supreme Court,1998,243,0
wva,S,West Virginia Supreme Court,1999,192,0
wva,S,West Virginia Supreme Court,2000,178,0
wva,S,West Virginia Supreme Court,2001,189,0
wva,S,West Virginia Supreme Court,2002,204,0
wva,S,West Virginia Supreme Court,2003,178,0
wva,S,West Virginia Supreme Court,2004,162,0
wva,S,West Virginia Supreme Court,2005,183,0
wva,S,West Virginia Supreme Court,2006,122,0
wva,S,West Virginia Supreme Court,2007,128,0
wva,S,West Virginia Supreme Court,2008,118,0
wva,S,West Virginia Supreme Court,2009,158,0
wva,S,West Virginia Supreme Court,2010,166,0
wva,S,West Virginia Supreme Court,2011,111,0
wva,S,West Virginia Supreme Court,2012,123,0
wva,S,West Virginia Supreme Court,2013,1331,55
wva,S,West Virginia Supreme Court,2014,1054,65
