court,jurisdiction,name,year,published,unpublished
ill,S,Illinois Supreme Court,2023,71,0
ill,S,Illinois Supreme Court,2024,76,0
ill,S,Illinois Supreme Court,2025,54,0
illappct,SA,Appellate Court of Illinois,1990,1920,0
illappct,SA,Appellate Court of Illinois,1991,2133,0
illappct,SA,Appellate Court of Illinois,1992,2049,0
illappct,SA,Appellate Court of Illinois,1993,2011,0
illappct,SA,Appellate Court of Illinois,1994,1549,0
illappct,SA,Appellate Court of Illinois,1995,1032,0
illappct,SA,Appellate Court of Illinois,1996,1244,0
illappct,SA,Appellate Court of Illinois,1997,1591,0
illappct,SA,Appellate Court of Illinois,1998,1575,0
illappct,SA,Appellate Court of Illinois,1999,1563,0
illappct,SA,Appellate Court of Illinois,2000,1711,2
illappct,SA,Appellate Court of Illinois,2001,1628,10
illappct,SA,Appellate Court of Illinois,2002,1712,1
illappct,SA,Appellate Court of Illinois,2003,2258,4
illappct,SA,Appellate Court of Illinois,2004,2634,2
illappct,SA,Appellate Court of Illinois,2005,3280,20
illappct,SA,Appellate Court of Illinois,2006,2797,17
illappct,SA,Appellate Court of Illinois,2007,3110,56
illappct,SA,Appellate Court of Illinois,2008,2987,9
illappct,SA,Appellate Court of Illinois,2009,1102,6
illappct,SA,Appellate Court of Illinois,2010,1371,26
illappct,SA,Appellate Court of Illinois,2011,1298,76
illappct,SA,Appellate Court of Illinois,2012,955,5
illappct,SA,Appellate Court of Illinois,2013,626,144
illappct,SA,Appellate Court of Illinois,2014,810,785
illappct,SA,Appellate Court of Illinois,2015,667,888
illappct,SA,Appellate Court of Illinois,2016,367,906
illappct,SA,Appellate Court of Illinois,2017,682,774
illappct,SA,Appellate Court of Illinois,2018,510,795
illappct,SA,Appellate Court of Illinois,2019,549,1037
illappct,SA,Appellate Court of Illinois,2020,1070,1997
illappct,SA,Appellate Court of Illinois,2021,961,1970
illappct,SA,Appellate Court of Illinois,2022,479,1798
illappct,SA,Appellate Court of Illinois,2023,475,1846
illappct,SA,Appellate Court of Illinois,2024,435,2155
illappct,SA,Appellate Court of Illinois,2025,350,2070
ind,S,Indiana Supreme Court,1990,251,0
ind,S,Indiana Supreme Court,1991,238,0
ind,S,Indiana Supreme Court,1992,201,0
ind,S,Indiana Supreme Court,1993,209,0
ind,S,Indiana Supreme Court,1994,208,0
ind,S,Indiana Supreme Court,1995,185,0
ind,S,Indiana Supreme Court,1996,201,0
ind,S,Indiana Supreme Court,1997,247,0
ind,S,Indiana Supreme Court,1998,340,0
ind,S,Indiana Supreme Court,1999,296,0
ind,S,Indiana Supreme Court,2000,282,0
ind,S,Indiana Supreme Court,2001,271,0
ind,S,Indiana Supreme Court,2002,293,0
ind,S,Indiana Supreme Court,2003,180,0
ind,S,Indiana Supreme Court,2004,181,0
ind,S,Indiana Supreme Court,2005,239,0
ind,S,Indiana Supreme Court,2006,213,0
ind,S,Indiana Supreme Court,2007,553,0
ind,S,Indiana Supreme Court,2008,1099,0
ind,S,Indiana Supreme Court,2009,861,0
ind,S,Indiana Supreme Court,2010,719,0
ind,S,Indiana Supreme Court,2011,367,0
ind,S,Indiana Supreme Court,2012,279,0
ind,S,Indiana Supreme Court,2013,187,0
ind,S,Indiana Supreme Court,2014,235,0
ind,S,Indiana Supreme Court,2015,160,0
ind,S,Indiana Supreme Court,2016,146,0
ind,S,Indiana Supreme Court,2017,703,0
ind,S,Indiana Supreme Court,2018,763,0
ind,S,Indiana Supreme Court,2019,552,0
ind,S,Indiana Supreme Court,2020,63,0
ind,S,Indiana Supreme Court,2021,1,0
ind,S,Indiana Supreme Court,2023,31,0
ind,S,Indiana Supreme Court,2024,51,0
ind,S,Indiana Supreme Court,2025,52,0
indctapp,SA,Indiana Court of Appeals,1990,556,0
indctapp,SA,Indiana Court of Appeals,1991,715,0
indctapp,SA,Indiana Court of Appeals,1992,623,0
indctapp,SA,Indiana Court of Appeals,1993,538,0
indctapp,SA,Indiana Court of Appeals,1994,609,0
indctapp,SA,Indiana Court of Appeals,1995,614,0
indctapp,SA,Indiana Court of Appeals,1996,530,0
indctapp,SA,Indiana Court of Appeals,1997,491,0
indctapp,SA,Indiana Court of Appeals,1998,569,0
indctapp,SA,Indiana Court of Appeals,1999,642,0
indctapp,SA,Indiana Court of Appeals,2000,610,0
indctapp,SA,Indiana Court of Appeals,2001,639,0
indctapp,SA,Indiana Court of Appeals,2002,637,0
indctapp,SA,Indiana Court of Appeals,2003,716,0
indctapp,SA,Indiana Court of Appeals,2004,696,0
indctapp,SA,Indiana Court of Appeals,2005,710,0
indctapp,SA,Indiana Court of Appeals,2006,945,0
indctapp,SA,Indiana Court of Appeals,2007,1364,0
indctapp,SA,Indiana Court of Appeals,2008,2372,0
indctapp,SA,Indiana Court of Appeals,2009,2419,0
indctapp,SA,Indiana Court of Appeals,2010,2212,0
indctapp,SA,Indiana Court of Appeals,2011,2116,0
indctapp,SA,Indiana Court of Appeals,2012,1365,1633
indctapp,SA,Indiana Court of Appeals,2013,622,1552
indctapp,SA,Indiana Court of Appeals,2014,590,1642
indctapp,SA,Indiana Court of Appeals,2015,1916,64
indctapp,SA,Indiana Court of Appeals,2016,2156,0
indctapp,SA,Indiana Court of Appeals,2017,3827,0
indctapp,SA,Indiana Court of Appeals,2018,3599,0
indctapp,SA,Indiana Court of Appeals,2019,2811,0
indctapp,SA,Indiana Court of Appeals,2020,1888,0
indctapp,SA,Indiana Court of Appeals,2021,37,0
indctapp,SA,Indiana Court of Appeals,2023,265,0
indctapp,SA,Indiana Court of Appeals,2024,311,0
indctapp,SA,Indiana Court of Appeals,2025,366,0
iowa,S,Supreme Court of Iowa,1990,255,0
iowa,S,Supreme Court of Iowa,1991,280,0
iowa,S,Supreme Court of Iowa,1992,258,0
iowa,S,Supreme Court of Iowa,1993,260,0
iowa,S,Supreme Court of Iowa,1994,283,0
iowa,S,Supreme Court of Iowa,1995,268,0
iowa,S,Supreme Court of Iowa,1996,271,0
iowa,S,Supreme Court of Iowa,1997,288,0
iowa,S,Supreme Court of Iowa,1998,260,0
iowa,S,Supreme Court of Iowa,1999,265,0
iowa,S,Supreme Court of Iowa,2000,220,0
iowa,S,Supreme Court of Iowa,2001,186,0
iowa,S,Supreme Court of Iowa,2002,186,0
iowa,S,Supreme Court of Iowa,2003,180,0
iowa,S,Supreme Court of Iowa,2004,172,0
iowa,S,Supreme Court of Iowa,2005,148,0
iowa,S,Supreme Court of Iowa,2006,262,0
iowa,S,Supreme Court of Iowa,2007,239,0
iowa,S,Supreme Court of Iowa,2008,285,0
iowa,S,Supreme Court of Iowa,2009,272,0
iowa,S,Supreme Court of Iowa,2010,209,0
iowa,S,Supreme Court of Iowa,2011,93,0
iowa,S,Supreme Court of Iowa,2012,100,0
iowa,S,Supreme Court of Iowa,2013,107,0
iowa,S,Supreme Court of Iowa,2014,151,0
iowa,S,Supreme Court of Iowa,2015,184,0
iowa,S,Supreme Court of Iowa,2016,217,0
iowa,S,Supreme Court of Iowa,2017,199,0
iowa,S,Supreme Court of Iowa,2018,122,0
iowa,S,Supreme Court of Iowa,2019,144,0
iowa,S,Supreme Court of Iowa,2020,121,0
iowa,S,Supreme Court of Iowa,2021,157,0
iowa,S,Supreme Court of Iowa,2022,144,0
iowa,S,Supreme Court of Iowa,2023,128,0
iowa,S,Supreme Court of Iowa,2024,138,0
iowa,S,Supreme Court of Iowa,2025,107,0
iowactapp,SA,Court of Appeals of Iowa,1990,177,0
iowactapp,SA,Court of Appeals of Iowa,1991,152,0
iowactapp,SA,Court of Appeals of Iowa,1992,183,0
iowactapp,SA,Court of Appeals of Iowa,1993,170,0
iowactapp,SA,Court of Appeals of Iowa,1994,159,0
iowactapp,SA,Court of Appeals of Iowa,1995,169,0
iowactapp,SA,Court of Appeals of Iowa,1996,120,0
iowactapp,SA,Court of Appeals of Iowa,1997,91,0
iowactapp,SA,Court of Appeals of Iowa,1998,84,0
iowactapp,SA,Court of Appeals of Iowa,1999,37,0
iowactapp,SA,Court of Appeals of Iowa,2000,22,0
iowactapp,SA,Court of Appeals of Iowa,2001,26,0
iowactapp,SA,Court of Appeals of Iowa,2002,29,0
iowactapp,SA,Court of Appeals of Iowa,2003,11,0
iowactapp,SA,Court of Appeals of Iowa,2004,261,0
iowactapp,SA,Court of Appeals of Iowa,2005,406,0
iowactapp,SA,Court of Appeals of Iowa,2006,545,0
iowactapp,SA,Court of Appeals of Iowa,2007,593,0
iowactapp,SA,Court of Appeals of Iowa,2008,663,0
iowactapp,SA,Court of Appeals of Iowa,2009,682,0
iowactapp,SA,Court of Appeals of Iowa,2010,359,0
iowactapp,SA,Court of Appeals of Iowa,2011,42,0
iowactapp,SA,Court of Appeals of Iowa,2012,17,0
iowactapp,SA,Court of Appeals of Iowa,2013,16,0
iowactapp,SA,Court of Appeals of Iowa,2014,1055,0
iowactapp,SA,Court of Appeals of Iowa,2015,1201,0
iowactapp,SA,Court of Appeals of Iowa,2016,1505,0
iowactapp,SA,Court of Appeals of Iowa,2017,2420,0
iowactapp,SA,Court of Appeals of Iowa,2018,1943,0
iowactapp,SA,Court of Appeals of Iowa,2019,1816,0
iowactapp,SA,Court of Appeals of Iowa,2020,1161,0
iowactapp,SA,Court of Appeals of Iowa,2021,1059,0
iowactapp,SA,Court of Appeals of Iowa,2022,979,0
iowactapp,SA,Court of Appeals of Iowa,2023,960,0
iowactapp,SA,Court of Appeals of Iowa,2024,802,0
iowactapp,SA,Court of Appeals of Iowa,2025,1076,0
kan,S,Supreme Court of Kansas,1990,141,0
kan,S,Supreme Court of Kansas,1991,179,0
kan,S,Supreme Court of Kansas,1992,171,0
kan,S,Supreme Court of Kansas,1993,180,0
kan,S,Supreme Court of Kansas,1994,175,0
kan,S,Supreme Court of Kansas,1995,173,0
kan,S,Supreme Court of Kansas,1996,164,0
kan,S,Supreme Court of Kansas,1997,176,0
kan,S,Supreme Court of Kansas,1998,188,0
kan,S,Supreme Court of Kansas,1999,155,0
kan,S,Supreme Court of Kansas,2000,177,0
kan,S,Supreme Court of Kansas,2001,174,0
kan,S,Supreme Court of Kansas,2002,183,0
kan,S,Supreme Court of Kansas,2003,155,0
kan,S,Supreme Court of Kansas,2004,128,0
kan,S,Supreme Court of Kansas,2005,126,0
kan,S,Supreme Court of Kansas,2006,166,0
kan,S,Supreme Court of Kansas,2007,158,0
kan,S,Supreme Court of Kansas,2008,184,0
kan,S,Supreme Court of Kansas,2009,232,0
kan,S,Supreme Court of Kansas,2010,281,0
kan,S,Supreme Court of Kansas,2011,221,0
kan,S,Supreme Court of Kansas,2012,210,0
kan,S,Supreme Court of Kansas,2013,942,0
kan,S,Supreme Court of Kansas,2014,235,0
kan,S,Supreme Court of Kansas,2015,727,0
kan,S,Supreme Court of Kansas,2016,503,3
kan,S,Supreme Court of Kansas,2017,153,15
kan,S,Supreme Court of Kansas,2018,165,4
kan,S,Supreme Court of Kansas,2019,166,2
kan,S,Supreme Court of Kansas,2020,119,3
kan,S,Supreme Court of Kansas,2021,136,1
kan,S,Supreme Court of Kansas,2022,119,0
kan,S,Supreme Court of Kansas,2023,20,1
kan,S,Supreme Court of Kansas,2024,119,1
kan,S,Supreme Court of Kansas,2025,93,1
kanctapp,SA,Court of Appeals of Kansas,1990,106,0
kanctapp,SA,Court of Appeals of Kansas,1991,133,0
kanctapp,SA,Court of Appeals of Kansas,1992,151,0
kanctapp,SA,Court of Appeals of Kansas,1993,157,0
kanctapp,SA,Court of Appeals of Kansas,1994,153,0
kanctapp,SA,Court of Appeals of Kansas,1995,203,0
kanctapp,SA,Court of Appeals of Kansas,1996,170,0
kanctapp,SA,Court of Appeals of Kansas,1997,199,0
kanctapp,SA,Court of Appeals of Kansas,1998,154,0
kanctapp,SA,Court of Appeals of Kansas,1999,151,0
kanctapp,SA,Court of Appeals of Kansas,2000,218,0
kanctapp,SA,Court of Appeals of Kansas,2001,220,0
kanctapp,SA,Court of Appeals of Kansas,2002,173,0
kanctapp,SA,Court of Appeals of Kansas,2003,162,0
kanctapp,SA,Court of Appeals of Kansas,2004,158,0
kanctapp,SA,Court of Appeals of Kansas,2005,144,0
kanctapp,SA,Court of Appeals of Kansas,2006,223,0
kanctapp,SA,Court of Appeals of Kansas,2007,582,0
kanctapp,SA,Court of Appeals of Kansas,2008,908,0
kanctapp,SA,Court of Appeals of Kansas,2009,950,0
kanctapp,SA,Court of Appeals of Kansas,2010,978,0
kanctapp,SA,Court of Appeals of Kansas,2011,1037,0
kanctapp,SA,Court of Appeals of Kansas,2012,382,0
kanctapp,SA,Court of Appeals of Kansas,2013,94,0
kanctapp,SA,Court of Appeals of Kansas,2014,107,0
kanctapp,SA,Court of Appeals of Kansas,2015,101,0
kanctapp,SA,Court of Appeals of Kansas,2016,88,0
kanctapp,SA,Court of Appeals of Kansas,2017,100,0
kanctapp,SA,Court of Appeals of Kansas,2018,1012,0
kanctapp,SA,Court of Appeals of Kansas,2019,669,1
kanctapp,SA,Court of Appeals of Kansas,2020,88,774
kanctapp,SA,Court of Appeals of Kansas,2021,65,786
kanctapp,SA,Court of Appeals of Kansas,2022,53,656
kanctapp,SA,Court of Appeals of Kansas,2023,12,102
kanctapp,SA,Court of Appeals of Kansas,2024,36,522
kanctapp,SA,Court of Appeals of Kansas,2025,58,579
ky,S,Kentucky Supreme Court,1990,137,0
ky,S,Kentucky Supreme Court,1991,152,0
ky,S,Kentucky Supreme Court,1992,178,0
ky,S,Kentucky Supreme Court,1993,148,0
ky,S,Kentucky Supreme Court,1994,147,0
ky,S,Kentucky Supreme Court,1995,144,0
ky,S,Kentucky Supreme Court,1996,114,0
ky,S,Kentucky Supreme Court,1997,146,0
ky,S,Kentucky Supreme Court,1998,143,0
ky,S,Kentucky Supreme Court,1999,156,0
ky,S,Kentucky Supreme Court,2000,156,0
ky,S,Kentucky Supreme Court,2001,170,0
ky,S,Kentucky Supreme Court,2002,150,0
ky,S,Kentucky Supreme Court,2003,153,0
ky,S,Kentucky Supreme Court,2004,162,0
ky,S,Kentucky Supreme Court,2005,193,8
ky,S,Kentucky Supreme Court,2006,182,39
ky,S,Kentucky Supreme Court,2007,129,50
ky,S,Kentucky Supreme Court,2008,183,64
ky,S,Kentucky Supreme Court,2009,177,71
ky,S,Kentucky Supreme Court,2010,238,52
ky,S,Kentucky Supreme Court,2011,161,12
ky,S,Kentucky Supreme Court,2012,186,3
ky,S,Kentucky Supreme Court,2013,198,0
ky,S,Kentucky Supreme Court,2014,111,72
ky,S,Kentucky Supreme Court,2015,89,238
ky,S,Kentucky Supreme Court,2016,57,301
ky,S,Kentucky Supreme Court,2017,19,438
ky,S,Kentucky Supreme Court,2018,23,142
ky,S,Kentucky Supreme Court,2019,0,150
ky,S,Kentucky Supreme Court,2020,1,228
ky,S,Kentucky Supreme Court,2021,0,209
ky,S,Kentucky Supreme Court,2022,0,168
ky,S,Kentucky Supreme Court,2023,0,188
ky,S,Kentucky Supreme Court,2024,28,151
ky,S,Kentucky Supreme Court,2025,55,86
kyctapp,SA,Court of Appeals of Kentucky,1990,102,0
kyctapp,SA,Court of Appeals of Kentucky,1991,93,0
kyctapp,SA,Court of Appeals of Kentucky,1992,127,0
kyctapp,SA,Court of Appeals of Kentucky,1993,107,0
kyctapp,SA,Court of Appeals of Kentucky,1994,84,0
kyctapp,SA,Court of Appeals of Kentucky,1995,124,0
kyctapp,SA,Court of Appeals of Kentucky,1996,100,0
kyctapp,SA,Court of Appeals of Kentucky,1997,87,0
kyctapp,SA,Court of Appeals of Kentucky,1998,100,0
kyctapp,SA,Court of Appeals of Kentucky,1999,100,0
kyctapp,SA,Court of Appeals of Kentucky,2000,98,0
kyctapp,SA,Court of Appeals of Kentucky,2001,100,0
kyctapp,SA,Court of Appeals of Kentucky,2002,64,0
kyctapp,SA,Court of Appeals of Kentucky,2003,84,0
kyctapp,SA,Court of Appeals of Kentucky,2004,140,0
kyctapp,SA,Court of Appeals of Kentucky,2005,101,0
kyctapp,SA,Court of Appeals of Kentucky,2006,136,0
kyctapp,SA,Court of Appeals of Kentucky,2007,186,0
kyctapp,SA,Court of Appeals of Kentucky,2008,148,0
kyctapp,SA,Court of Appeals of Kentucky,2009,157,0
kyctapp,SA,Court of Appeals of Kentucky,2010,166,0
kyctapp,SA,Court of Appeals of Kentucky,2011,173,0
kyctapp,SA,Court of Appeals of Kentucky,2012,169,0
kyctapp,SA,Court of Appeals of Kentucky,2013,110,0
kyctapp,SA,Court of Appeals of Kentucky,2014,113,0
kyctapp,SA,Court of Appeals of Kentucky,2015,97,0
kyctapp,SA,Court of Appeals of Kentucky,2016,115,0
kyctapp,SA,Court of Appeals of Kentucky,2017,127,0
kyctapp,SA,Court of Appeals of Kentucky,2018,139,0
kyctapp,SA,Court of Appeals of Kentucky,2019,41,0
kyctapp,SA,Court of Appeals of Kentucky,2020,0,291
kyctapp,SA,Court of Appeals of Kentucky,2021,0,734
kyctapp,SA,Court of Appeals of Kentucky,2022,0,732
kyctapp,SA,Court of Appeals of Kentucky,2023,0,754
kyctapp,SA,Court of Appeals of Kentucky,2024,32,596
kyctapp,SA,Court of Appeals of Kentucky,2025,101,551
la,S,Supreme Court of Louisiana,1990,3339,0
la,S,Supreme Court of Louisiana,1991,3295,0
la,S,Supreme Court of Louisiana,1992,3608,0
la,S,Supreme Court of Louisiana,1993,3500,0
la,S,Supreme Court of Louisiana,1994,3390,0
la,S,Supreme Court of Louisiana,1995,3384,0
la,S,Supreme Court of Louisiana,1996,4068,0
la,S,Supreme Court of Louisiana,1997,4131,0
la,S,Supreme Court of Louisiana,1998,3906,0
la,S,Supreme Court of Louisiana,1999,3780,0
la,S,Supreme Court of Louisiana,2000,3452,0
la,S,Supreme Court of Louisiana,2001,3831,0
la,S,Supreme Court of Louisiana,2002,3891,0
la,S,Supreme Court of Louisiana,2003,3733,0
la,S,Supreme Court of Louisiana,2004,3965,0
la,S,Supreme Court of Louisiana,2005,2980,0
la,S,Supreme Court of Louisiana,2006,4065,0
la,S,Supreme Court of Louisiana,2007,2974,0
la,S,Supreme Court of Louisiana,2008,3726,0
la,S,Supreme Court of Louisiana,2009,4636,0
la,S,Supreme Court of Louisiana,2010,4644,0
la,S,Supreme Court of Louisiana,2011,4062,0
la,S,Supreme Court of Louisiana,2012,3914,0
la,S,Supreme Court of Louisiana,2013,2632,0
la,S,Supreme Court of Louisiana,2014,2708,0
la,S,Supreme Court of Louisiana,2015,2571,0
la,S,Supreme Court of Louisiana,2016,2247,0
la,S,Supreme Court of Louisiana,2017,2056,0
la,S,Supreme Court of Louisiana,2018,2228,0
la,S,Supreme Court of Louisiana,2019,1859,0
la,S,Supreme Court of Louisiana,2020,8,0
la,S,Supreme Court of Louisiana,2023,11,0
la,S,Supreme Court of Louisiana,2024,45,0
la,S,Supreme Court of Louisiana,2025,49,0
lactapp,SA,Louisiana Court of Appeal,1990,1781,0
lactapp,SA,Louisiana Court of Appeal,1991,1711,0
lactapp,SA,Louisiana Court of Appeal,1992,1856,0
lactapp,SA,Louisiana Court of Appeal,1993,2050,0
lactapp,SA,Louisiana Court of Appeal,1994,1916,0
lactapp,SA,Louisiana Court of Appeal,1995,1812,0
lactapp,SA,Louisiana Court of Appeal,1996,1845,0
lactapp,SA,Louisiana Court of Appeal,1997,1778,0
lactapp,SA,Louisiana Court of Appeal,1998,1829,0
lactapp,SA,Louisiana Court of Appeal,1999,2034,0
lactapp,SA,Louisiana Court of Appeal,2000,1914,0
lactapp,SA,Louisiana Court of Appeal,2001,1928,0
lactapp,SA,Louisiana Court of Appeal,2002,1995,0
lactapp,SA,Louisiana Court of Appeal,2003,1858,284
lactapp,SA,Louisiana Court of Appeal,2004,1723,715
lactapp,SA,Louisiana Court of Appeal,2005,1548,492
lactapp,SA,Louisiana Court of Appeal,2006,1827,699
lactapp,SA,Louisiana Court of Appeal,2007,1797,595
lactapp,SA,Louisiana Court of Appeal,2008,2046,668
lactapp,SA,Louisiana Court of Appeal,2009,2130,700
lactapp,SA,Louisiana Court of Appeal,2010,2043,723
lactapp,SA,Louisiana Court of Appeal,2011,1727,696
lactapp,SA,Louisiana Court of Appeal,2012,1531,684
lactapp,SA,Louisiana Court of Appeal,2013,1469,615
lactapp,SA,Louisiana Court of Appeal,2014,1474,662
lactapp,SA,Louisiana Court of Appeal,2015,1234,494
lactapp,SA,Louisiana Court of Appeal,2016,1219,471
lactapp,SA,Louisiana Court of Appeal,2017,1023,429
lactapp,SA,Louisiana Court of Appeal,2018,1438,540
lactapp,SA,Louisiana Court of Appeal,2019,1246,1321
lactapp,SA,Louisiana Court of Appeal,2020,489,1797
lactapp,SA,Louisiana Court of Appeal,2021,441,1886
lactapp,SA,Louisiana Court of Appeal,2022,512,1701
lactapp,SA,Louisiana Court of Appeal,2023,502,1460
lactapp,SA,Louisiana Court of Appeal,2024,609,1852
lactapp,SA,Louisiana Court of Appeal,2025,611,1169
mass,S,Massachusetts Supreme Judicial Court,1990,272,0
mass,S,Massachusetts Supreme Judicial Court,1991,248,0
mass,S,Massachusetts Supreme Judicial Court,1992,268,0
mass,S,Massachusetts Supreme Judicial Court,1993,279,0
mass,S,Massachusetts Supreme Judicial Court,1994,252,0
mass,S,Massachusetts Supreme Judicial Court,1995,235,0
mass,S,Massachusetts Supreme Judicial Court,1996,271,0
mass,S,Massachusetts Supreme Judicial Court,1997,274,0
mass,S,Massachusetts Supreme Judicial Court,1998,261,0
mass,S,Massachusetts Supreme Judicial Court,1999,220,0
mass,S,Massachusetts Supreme Judicial Court,2000,220,0
mass,S,Massachusetts Supreme Judicial Court,2001,196,0
mass,S,Massachusetts Supreme Judicial Court,2002,233,0
mass,S,Massachusetts Supreme Judicial Court,2003,208,0
mass,S,Massachusetts Supreme Judicial Court,2004,221,0
mass,S,Massachusetts Supreme Judicial Court,2005,197,0
mass,S,Massachusetts Supreme Judicial Court,2006,194,0
mass,S,Massachusetts Supreme Judicial Court,2007,208,0
mass,S,Massachusetts Supreme Judicial Court,2008,220,0
mass,S,Massachusetts Supreme Judicial Court,2009,215,0
mass,S,Massachusetts Supreme Judicial Court,2010,215,0
mass,S,Massachusetts Supreme Judicial Court,2011,184,0
mass,S,Massachusetts Supreme Judicial Court,2012,199,0
mass,S,Massachusetts Supreme Judicial Court,2013,203,0
mass,S,Massachusetts Supreme Judicial Court,2014,201,0
mass,S,Massachusetts Supreme Judicial Court,2015,215,0
mass,S,Massachusetts Supreme Judicial Court,2016,194,0
mass,S,Massachusetts Supreme Judicial Court,2017,528,0
mass,S,Massachusetts Supreme Judicial Court,2018,646,0
mass,S,Massachusetts Supreme Judicial Court,2019,371,0
mass,S,Massachusetts Supreme Judicial Court,2020,78,0
mass,S,Massachusetts Supreme Judicial Court,2021,16,0
mass,S,Massachusetts Supreme Judicial Court,2023,120,0
mass,S,Massachusetts Supreme Judicial Court,2024,127,0
mass,S,Massachusetts Supreme Judicial Court,2025,135,0
massappct,SA,Massachusetts Appeals Court,1990,241,0
massappct,SA,Massachusetts Appeals Court,1991,265,0
massappct,SA,Massachusetts Appeals Court,1992,291,0
massappct,SA,Massachusetts Appeals Court,1993,263,0
massappct,SA,Massachusetts Appeals Court,1994,286,0
massappct,SA,Massachusetts Appeals Court,1995,249,0
massappct,SA,Massachusetts Appeals Court,1996,295,0
massappct,SA,Massachusetts Appeals Court,1997,261,0
massappct,SA,Massachusetts Appeals Court,1998,250,0
massappct,SA,Massachusetts Appeals Court,1999,310,0
massappct,SA,Massachusetts Appeals Court,2000,266,0
massappct,SA,Massachusetts Appeals Court,2001,296,0
massappct,SA,Massachusetts Appeals Court,2002,384,0
massappct,SA,Massachusetts Appeals Court,2003,372,0
massappct,SA,Massachusetts Appeals Court,2004,278,0
massappct,SA,Massachusetts Appeals Court,2005,263,0
massappct,SA,Massachusetts Appeals Court,2006,258,0
massappct,SA,Massachusetts Appeals Court,2007,301,0
massappct,SA,Massachusetts Appeals Court,2008,232,0
massappct,SA,Massachusetts Appeals Court,2009,250,0
massappct,SA,Massachusetts Appeals Court,2010,252,0
massappct,SA,Massachusetts Appeals Court,2011,229,0
massappct,SA,Massachusetts Appeals Court,2012,179,0
massappct,SA,Massachusetts Appeals Court,2013,149,0
massappct,SA,Massachusetts Appeals Court,2014,171,0
massappct,SA,Massachusetts Appeals Court,2015,204,0
massappct,SA,Massachusetts Appeals Court,2016,192,0
massappct,SA,Massachusetts Appeals Court,2017,473,0
massappct,SA,Massachusetts Appeals Court,2018,1138,0
massappct,SA,Massachusetts Appeals Court,2019,615,0
massappct,SA,Massachusetts Appeals Court,2020,67,0
massappct,SA,Massachusetts Appeals Court,2021,61,0
massappct,SA,Massachusetts Appeals Court,2022,111,0
massappct,SA,Massachusetts Appeals Court,2023,127,552
massappct,SA,Massachusetts Appeals Court,2024,99,755
massappct,SA,Massachusetts Appeals Court,2025,90,975
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1990,112,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1991,98,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1992,113,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1993,91,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1994,114,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1995,82,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1996,98,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1997,94,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1998,117,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",1999,124,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2000,124,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2001,93,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2002,91,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2003,74,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2004,62,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2005,59,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2006,72,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2007,67,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2008,83,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2009,82,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2010,83,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2011,69,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2012,68,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2013,38,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2014,63,0
massdistctapp,SA,"Massachusetts District Court, Appellate Division",2015,53,0
masssuperct,SA,Massachusetts Superior Court,1990,1,0
masssuperct,SA,Massachusetts Superior Court,1991,1,0
masssuperct,SA,Massachusetts Superior Court,1993,195,0
masssuperct,SA,Massachusetts Superior Court,1994,465,0
masssuperct,SA,Massachusetts Superior Court,1995,464,0
masssuperct,SA,Massachusetts Superior Court,1996,456,0
masssuperct,SA,Massachusetts Superior Court,1997,406,0
masssuperct,SA,Massachusetts Superior Court,1998,354,0
masssuperct,SA,Massachusetts Superior Court,1999,399,0
masssuperct,SA,Massachusetts Superior Court,2000,370,0
masssuperct,SA,Massachusetts Superior Court,2001,386,0
masssuperct,SA,Massachusetts Superior Court,2002,352,0
masssuperct,SA,Massachusetts Superior Court,2003,335,0
masssuperct,SA,Massachusetts Superior Court,2004,374,0
masssuperct,SA,Massachusetts Superior Court,2005,388,0
masssuperct,SA,Massachusetts Superior Court,2006,338,0
masssuperct,SA,Massachusetts Superior Court,2007,361,0
masssuperct,SA,Massachusetts Superior Court,2008,328,1
masssuperct,SA,Massachusetts Superior Court,2009,304,0
masssuperct,SA,Massachusetts Superior Court,2010,265,1
